Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Z_Perm	P_PermProb	Pfdr_PermProb
self_max_H_AU26_r	54	0.115512	0.555435	0.128804	0.510846	0.207967	0.92132	0.09	0.156105	1.28842	1.00525	0.673787	1.57928	0.297111	48.9132
self_max_H_AU45_r	55	0.000394305	0.570787	0.00167954	0.533043	0.00069081	0.0424271	0.04	0.00429332	0.0354352	0.313483	0.248437	1.09752	0.291815	54.2194
self_max_H_MEA_body	56	0.207571	0.412763	0.200303	0.385919	0.502881	2.26881	0.17	0.38554	3.18208	3.13602	1.91101	1.46722	0.392114	30.6677
self_max_H_MEA_head	57	0.112524	0.368054	0.109773	0.334657	0.305728	1.46475	0.12	0.22995	1.89791	1.5398	1.01254	0.162733	0.291495	49.2159
self_max_M_AU01_r	58	0.00428013	0.617735	0.00509876	0.568395	0.00692875	0.0188438	0.04	0.000858664	0.00708705	0.303493	0.245967	0.398712	0.330515	53.4912
self_max_M_AU02_r	59	0.0525648	0.507153	0.0582027	0.468776	0.103647	0.418139	0.06	0.0348618	0.287734	0.412541	0.290088	0.380576	0.281891	53.0128
self_max_M_AU04_r	60	0.126431	0.425567	0.146399	0.389646	0.297088	1.36562	0.08	0.234415	1.93476	1.5766	1.0382	0.876759	0.319554	49.3042
self_max_M_AU05_r	61	-0.158897	0.491899	-0.154834	0.450905	-0.323028	-1.4598	-0.13	0.214151	1.76751	1.41373	0.938242	-0.508233	0.317795	48.3227
self_max_M_AU06_r	62	0.191183	0.602127	0.201168	0.558116	0.317512	1.43066	0.15	0.202473	1.67113	1.32469	0.895448	1.32859	0.347431	54.13
self_max_M_AU07_r	63	0.32622	0.590026	0.320107	0.546171	0.552891	2.44141	0.18	0.38554	3.18208	3.13602	1.91101	1.85239	0.406657	42.037
self_max_M_AU09_r	64	0.00142365	0.373983	0.0077729	0.336865	0.00380671	0.0728057	0.06	0.0599347	0.494676	0.508058	0.347994	0.678913	0.294108	51.9308
self_max_M_AU10_r	65	0.10447	0.528917	0.127951	0.493515	0.197517	0.873208	0.08	0.110081	0.908559	0.740427	0.505877	0.727193	0.30556	50.9985
self_max_M_AU12_r	66	-0.312375	0.566591	-0.302873	0.531301	-0.551323	-2.4508	-0.22	0.380045	3.13673	3.06843	1.90553	-1.62674	0.414269	16.4365
self_max_M_AU14_r	67	-0.0426355	0.486957	-0.0457971	0.45245	-0.0875549	-0.388617	-0.04	0.0554697	0.457823	0.490072	0.340287	0.215955	0.283321	50.3328
self_max_M_AU15_r	68	0.227648	0.577026	0.244528	0.534185	0.39452	1.79436	0.15	0.302421	2.49606	2.2021	1.42067	1.11197	0.337699	42.7731
self_max_M_AU17_r	69	-0.302818	0.632251	-0.317237	0.570869	-0.478951	-2.24414	-0.26	0.386914	3.19342	3.15305	1.91101	-1.12624	0.388266	20.8663
self_max_M_AU20_r	70	0.11905	0.419296	0.112194	0.389824	0.283929	1.27264	0.06	0.209342	1.72782	1.37665	0.924892	0.662785	0.299107	41.8482
self_max_M_AU23_r	71	0.0873734	0.421785	0.0835444	0.383776	0.207152	1.0538	0.05	0.169157	1.39615	1.08972	0.721746	0.994237	0.285931	55.9387
self_max_M_AU25_r	72	-0.0464229	0.575202	-0.0301946	0.530327	-0.080707	-0.335462	-0.02	0.0331444	0.27356	0.40648	0.290088	-0.157156	0.304567	50.7233
self_max_M_AU26_r	73	0.0897849	0.525963	0.105708	0.477538	0.170706	0.786363	0.08	0.152327	1.25724	0.981578	0.657067	1.35255	0.285126	45.9316
self_max_M_AU45_r	74	0.0233653	0.616259	0.0237036	0.569957	0.0379148	0.211881	0.02	0.032114	0.265056	0.402872	0.290088	1.58815	0.284995	52.4514
self_max_M_MEA_body	75	0.201691	0.366829	0.190581	0.333585	0.549822	2.52955	0.25	0.39344	3.24728	3.23466	1.91101	1.3389	0.394328	38.5571
self_max_M_MEA_head	76	0.124187	0.440301	0.117155	0.397828	0.282051	1.33934	0.11	0.251245	2.07367	1.71999	1.13721	0.413211	0.306319	49.0562
self_md_H_AU01_r	77	0.0787857	0.45066	0.0842463	0.415231	0.174823	0.740387	0.05	0.1853	1.52938	1.20008	0.816588	0.570447	0.308342	49.5389
self_md_H_AU02_r	78	0.0533648	0.414104	0.0517198	0.38288	0.128868	0.505211	0.02	0.0558544	0.460998	0.491605	0.340287	0.406944	0.283047	48.2344
self_md_H_AU04_r	79	0.231031	0.598009	0.219766	0.543067	0.386335	1.75882	0.14	0.281814	2.32597	1.99956	1.29672	0.769534	0.349621	47.2508
self_md_H_AU05_r	80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
self_md_H_AU06_r	81	0.288817	0.773212	0.318896	0.706478	0.373529	1.81918	0.19	0.312725	2.5811	2.30766	1.48132	1.30557	0.395705	50.4729
self_md_H_AU07_r	82	0.401049	0.746345	0.409835	0.689061	0.537351	2.48838	0.27	0.34192	2.82206	2.62237	1.70263	1.88697	0.404779	41.028
self_md_H_AU09_r	83	0.145265	0.388248	0.122517	0.360818	0.374156	1.64638	0.08	0.255367	2.10769	1.75624	1.16387	1.23773	0.345413	38.3848
self_md_H_AU10_r	84	0.230153	0.567056	0.213962	0.526579	0.405874	1.77721	0.09	0.250902	2.07083	1.71699	1.13721	1.01365	0.369601	50.2721
self_md_H_AU12_r	85	-0.239104	0.639433	-0.206865	0.597604	-0.373931	-1.64891	-0.15	0.189765	1.56624	1.23176	0.83626	-1.12539	0.339486	20.9585
self_md_H_AU14_r	86	-0.0345536	0.570754	-0.0198198	0.530574	-0.0605402	-0.287115	-0.04	0.0273055	0.225368	0.38632	0.281585	0.0328353	0.305485	48.4982
self_md_H_AU15_r	87	0.0780042	0.366722	0.0805979	0.328229	0.212706	0.980376	0.06	0.185987	1.53505	1.20492	0.816588	0.520189	0.316729	41.5877
self_md_H_AU17_r	88	-0.0889657	0.440608	-0.0761159	0.413474	-0.201916	-0.8488	-0.04	0.144084	1.18921	0.931149	0.630119	-0.250717	0.28494	49.6725
self_md_H_AU20_r	89	0.0592686	0.337974	0.0580903	0.304885	0.175365	0.807815	0.07	0.131376	1.08432	0.856636	0.575922	0.196916	0.29582	42.9414
self_md_H_AU23_r	90	-0.0404008	0.190899	-0.0421836	0.175928	-0.211634	-0.939057	-0.07	0.121528	1.00304	0.801563	0.550274	-0.0687733	0.276679	47.0627
self_md_H_AU25_r	91	-0.137464	0.524686	-0.126895	0.480626	-0.261992	-1.18283	-0.09	0.200412	1.65412	1.30934	0.894752	-0.821766	0.334238	41.2482
self_md_H_AU26_r	92	0.144272	0.442529	0.138162	0.412312	0.326016	1.45067	0.09	0.280096	2.31179	1.9832	1.29672	1.22346	0.333617	38.8753
self_md_H_AU45_r	93	0.145912	0.343412	0.147779	0.31712	0.424889	1.88867	0.16	0.345355	2.85041	2.66092	1.72353	1.63952	0.352088	50.5801
self_md_H_MEA_body	94	-0.194107	0.421715	-0.197562	0.383404	-0.460279	-2.12277	-0.17	0.305513	2.52157	2.23347	1.44205	-1.9071	0.383176	24.4096
self_md_H_MEA_head	95	-0.268821	0.619799	-0.273676	0.571392	-0.433723	-1.96285	-0.14	0.345011	2.84757	2.65705	1.72353	-1.32123	0.38007	40.8784
self_md_M_AU01_r	96	0.0368402	0.428264	0.0380543	0.398412	0.0860221	0.268393	0.04	0.0853512	0.704452	0.618748	0.424316	0.22724	0.289061	53.3631
self_md_M_AU02_r	97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
self_md_M_AU04_r	98	0.18958	0.565649	0.181894	0.512401	0.335155	1.56086	0.17	0.243002	2.00563	1.64883	1.08434	0.541006	0.331392	51.1042
self_md_M_AU05_r	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
self_md_M_AU06_r	100	0.286302	0.73153	0.293129	0.67067	0.391374	1.84776	0.16	0.320969	2.64914	2.39417	1.54907	1.22072	0.400245	48.6129
self_md_M_AU07_r	101	0.38551	0.786214	0.388198	0.728844	0.490337	2.2228	0.24	0.298643	2.46487	2.16412	1.40199	1.59667	0.387567	43.865
self_md_M_AU09_r	102	0.0849782	0.312114	0.0844315	0.28794	0.272267	1.1826	0.06	0.215868	1.78168	1.42712	0.946724	1.11616	0.32333	48.3702
self_md_M_AU10_r	103	0.241946	0.559911	0.228005	0.518101	0.432115	1.90787	0.09	0.270823	2.23525	1.89618	1.24945	1.10219	0.379418	47.4584
self_md_M_AU12_r	104	-0.238693	0.710993	-0.200302	0.665147	-0.335717	-1.44881	-0.14	0.156792	1.29409	1.00959	0.674612	-1.05152	0.336644	24.2447
self_md_M_AU14_r	105	0.0632313	0.609941	0.0728187	0.563592	0.103668	0.461939	0.04	0.0774515	0.639251	0.582811	0.400968	0.302858	0.315858	54.9605
self_md_M_AU15_r	106	-0.0160667	0.417673	-0.00178721	0.381537	-0.0384671	-0.159455	-0.01	0.0303967	0.250881	0.396907	0.290088	-0.724245	0.278592	50.2356
self_md_M_AU17_r	107	-0.0794093	0.478257	-0.0619299	0.440307	-0.166039	-0.627637	-0.01	0.124506	1.02762	0.817974	0.558506	-0.24322	0.285405	50.6917
self_md_M_AU20_r	108	0.0744655	0.317294	0.0740058	0.284925	0.234689	1.17615	0.06	0.228233	1.88374	1.52578	1.00938	0.711112	0.313754	44.0129
self_md_M_AU23_r	109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
self_md_M_AU25_r	110	-0.202609	0.590093	-0.213169	0.540271	-0.343351	-1.5592	-0.12	0.26464	2.18423	1.83945	1.21391	-0.988478	0.365116	42.5162
self_md_M_AU26_r	111	0.153671	0.375583	0.158661	0.350115	0.409153	1.86096	0.13	0.311352	2.56976	2.29342	1.48132	1.6118	0.361482	36.0021
self_md_M_AU45_r	112	0.18878	0.413996	0.191412	0.387	0.455995	2.01509	0.15	0.361154	2.98081	2.84241	1.77926	1.6713	0.365098	46.9156
self_md_M_MEA_body	113	-0.185813	0.426721	-0.185413	0.386922	-0.435444	-2.04146	-0.16	0.345011	2.84757	2.65705	1.72353	-1.58118	0.380447	32.6598
self_md_M_MEA_head	114	-0.315129	0.587511	-0.305944	0.542632	-0.53638	-2.44218	-0.22	0.38554	3.18208	3.13602	1.91101	-1.88477	0.417302	36.7046
self_mean_H_AU01_r	115	0.0190349	0.393461	0.00829231	0.359533	0.0483779	0.161426	0.05	0.00429332	0.0354352	0.313483	0.248437	0.490948	0.290897	53.3912
self_mean_H_AU02_r	116	-0.0323101	0.426528	-0.0415705	0.392048	-0.0757515	-0.317608	-0.04	0.0609651	0.50318	0.51227	0.349839	0.194315	0.284713	50.4943
self_mean_H_AU04_r	117	0.235305	0.591709	0.218924	0.539078	0.39767	1.78999	0.16	0.289713	2.39117	2.07585	1.35854	0.818401	0.355199	46.9054
self_mean_H_AU05_r	118	-0.234091	0.488293	-0.245239	0.445569	-0.479407	-2.22705	-0.19	0.38554	3.18208	3.13602	1.91101	-1.223	0.397438	32.2852
self_mean_H_AU06_r	119	0.254895	0.747986	0.282568	0.6809	0.340775	1.68717	0.18	0.290057	2.394	2.07921	1.35854	1.20402	0.388279	52.8482
self_mean_H_AU07_r	120	0.376219	0.712066	0.385163	0.655516	0.528348	2.46775	0.27	0.335394	2.7682	2.55001	1.6566	1.87073	0.403339	41.7957
self_mean_H_AU09_r	121	0.110194	0.412483	0.0983338	0.374431	0.267149	1.28579	0.09	0.223768	1.84688	1.4897	0.983893	1.48631	0.34354	41.3584
self_mean_H_AU10_r	122	0.208265	0.544332	0.197001	0.505404	0.382606	1.68346	0.08	0.237506	1.96028	1.60238	1.05256	1.01989	0.366955	51.7567
self_mean_H_AU12_r	123	-0.28039	0.649979	-0.241033	0.609302	-0.431383	-1.88299	-0.2	0.216555	1.78735	1.4325	0.946724	-1.33685	0.340902	18.0486
self_mean_H_AU14_r	124	-0.0400013	0.556751	-0.0181474	0.518983	-0.0718477	-0.320924	-0.03	0.0214666	0.177176	0.36685	0.271258	0.0697815	0.306547	48.6409
self_mean_H_AU15_r	125	0.123689	0.322169	0.132609	0.292338	0.383925	1.7853	0.13	0.292804	2.41668	2.10616	1.37148	1.0976	0.347005	32.8625
self_mean_H_AU17_r	126	-0.127836	0.522104	-0.123636	0.484364	-0.244849	-1.09401	-0.06	0.195947	1.61726	1.27646	0.868608	-0.384584	0.290737	48.2914
self_mean_H_AU20_r	127	0.157269	0.398717	0.155327	0.366059	0.394438	1.78127	0.11	0.329212	2.71717	2.48253	1.60171	1.23574	0.340253	42.9136
self_mean_H_AU23_r	128	-0.00248997	0.413123	-0.00898072	0.378209	-0.0060272	-0.0234685	-0.01	0.0310836	0.256551	0.399285	0.290088	0.677693	0.269568	53.0681
self_mean_H_AU25_r	129	-0.120479	0.537433	-0.114135	0.493728	-0.224175	-1.00519	-0.07	0.173965	1.43584	1.12191	0.750108	-0.654822	0.319811	43.639
self_mean_H_AU26_r	130	0.174558	0.444259	0.176757	0.41406	0.392919	1.74957	0.16	0.323373	2.66898	2.41975	1.56307	1.54223	0.349706	37.1388
self_mean_H_AU45_r	131	0.064078	0.507602	0.0473883	0.468295	0.126237	0.658342	0.07	0.087412	0.721461	0.628354	0.428782	1.10475	0.27823	50.5112
self_mean_H_MEA_body	132	-0.234076	0.446205	-0.244048	0.41115	-0.524592	-2.41237	-0.24	0.378671	3.12539	3.05166	1.90553	-1.77302	0.404851	29.7436
self_mean_H_MEA_head	133	-0.222417	0.609225	-0.209604	0.56064	-0.365082	-1.6415	-0.14	0.273227	2.2551	1.91852	1.24952	-0.844664	0.347217	42.5069
self_mean_M_AU01_r	134	0.0127233	0.38599	0.00650313	0.35723	0.0329628	0.107027	0.04	0.01288	0.106306	0.339448	0.263557	0.554653	0.310892	49.3675
self_mean_M_AU02_r	135	-0.0138383	0.48256	-0.0122969	0.445269	-0.0286769	-0.0458415	-0.02	0.00291946	0.024096	0.30946	0.24719	0.275984	0.297981	49.2617
self_mean_M_AU04_r	136	0.19341	0.566485	0.190061	0.51262	0.341421	1.58774	0.18	0.234415	1.93476	1.5766	1.0382	0.604494	0.335855	53.1836
self_mean_M_AU05_r	137	-0.0422966	0.417669	-0.0467498	0.389732	-0.101268	-0.425371	-0.03	0.0743603	0.613738	0.569128	0.391655	-0.0763814	0.307059	55.9795
self_mean_M_AU06_r	138	0.25811	0.704264	0.268106	0.645239	0.366497	1.73824	0.15	0.311695	2.5726	2.29697	1.48132	1.14048	0.395284	47.6054
self_mean_M_AU07_r	139	0.378557	0.773675	0.385088	0.716393	0.489297	2.22819	0.24	0.296583	2.44787	2.14356	1.39992	1.60695	0.386827	44.9296
self_mean_M_AU09_r	140	0.121049	0.398087	0.125213	0.367008	0.304077	1.29517	0.05	0.201099	1.65979	1.31445	0.894752	1.71172	0.322159	48.4237
self_mean_M_AU10_r	141	0.237671	0.553213	0.229161	0.512687	0.42962	1.88828	0.12	0.269105	2.22108	1.88032	1.24077	1.14079	0.379513	48.2682
self_mean_M_AU12_r	142	-0.273562	0.700425	-0.25574	0.656919	-0.390566	-1.67334	-0.23	0.157822	1.3026	1.01612	0.6776	-1.26502	0.33288	20.8539
self_mean_M_AU14_r	143	0.0430946	0.561129	0.0592908	0.517945	0.0767998	0.345401	0.04	0.0740168	0.610903	0.567621	0.391655	0.339336	0.313057	54.0329
self_mean_M_AU15_r	144	0.104935	0.360942	0.115882	0.331592	0.290724	1.33509	0.11	0.222737	1.83838	1.48144	0.980841	0.580021	0.314558	32.7646
self_mean_M_AU17_r	145	-0.156639	0.530467	-0.129926	0.486592	-0.295285	-1.2066	-0.05	0.21106	1.742	1.38982	0.926921	-0.510571	0.296642	47.4996
self_mean_M_AU20_r	146	0.129706	0.45134	0.109827	0.414096	0.287379	1.36293	0.03	0.242658	2.0028	1.6459	1.08434	0.962286	0.316049	49.1077
self_mean_M_AU23_r	147	0.0957773	0.473649	0.0956489	0.44289	0.202212	0.95741	0.02	0.159883	1.31961	1.02927	0.679933	1.15464	0.308023	53.0774
self_mean_M_AU25_r	148	-0.177799	0.579103	-0.176369	0.534551	-0.307025	-1.3724	-0.1	0.215868	1.78168	1.42712	0.946724	-0.778493	0.331237	44.3174
self_mean_M_AU26_r	149	0.190769	0.368061	0.204827	0.340979	0.518308	2.33611	0.23	0.413704	3.41454	3.4956	1.91101	1.95054	0.392958	33.5585
self_mean_M_AU45_r	150	0.0863571	0.506742	0.0954474	0.472672	0.170416	0.788361	0.06	0.144427	1.19204	0.933217	0.630119	1.30753	0.297864	50.6024
self_mean_M_MEA_body	151	-0.246615	0.51542	-0.255655	0.474918	-0.478474	-2.22253	-0.2	0.382792	3.1594	3.10212	1.90769	-1.58877	0.395233	27.8581
self_mean_M_MEA_head	152	-0.269816	0.698884	-0.254362	0.639699	-0.386067	-1.76779	-0.17	0.265327	2.1899	1.8457	1.21391	-1.12549	0.354305	39.7841
self_sd_H_AU01_r	153	-0.0264819	0.40764	-0.0457008	0.375978	-0.0649639	-0.306848	-0.07	0.0791688	0.653426	0.590505	0.406172	0.204217	0.286548	51.5476
self_sd_H_AU02_r	154	-0.0850686	0.408914	-0.0879551	0.375366	-0.208035	-0.906662	-0.05	0.15061	1.24307	0.970935	0.653264	-0.278624	0.308369	46.2338
self_sd_H_AU04_r	155	0.0960088	0.492499	0.111675	0.452239	0.194942	0.887599	0.1	0.131032	1.08148	0.854676	0.575922	0.46503	0.295266	57.1474
self_sd_H_AU05_r	156	-0.252012	0.469626	-0.271997	0.430563	-0.536622	-2.49192	-0.26	0.434999	3.5903	3.78212	1.9593	-1.40293	0.431726	24.1585
self_sd_H_AU06_r	157	-0.153136	0.629341	-0.0916049	0.590162	-0.243327	-1.04753	-0.16	0.0221535	0.182846	0.369105	0.271258	-0.529798	0.297197	31.853
self_sd_H_AU07_r	158	0.0958787	0.477054	0.123965	0.441388	0.200981	0.920355	0.12	0.165722	1.3678	1.06708	0.705895	1.06619	0.313803	53.7078
self_sd_H_AU09_r	159	0.118837	0.362744	0.100098	0.333286	0.327605	1.45712	0.08	0.230981	1.90642	1.54824	1.01545	1.67525	0.335726	39.2657
self_sd_H_AU10_r	160	-0.00768227	0.518738	0.0100781	0.482903	-0.0148095	-0.0418348	0.08	0.0403572	0.333091	0.432347	0.299722	0.0521449	0.289223	49.3145
self_sd_H_AU12_r	161	-0.389308	0.647447	-0.351364	0.609814	-0.601296	-2.62878	-0.3	0.352567	2.90994	2.74293	1.72597	-1.97672	0.401976	14.3583
self_sd_H_AU14_r	162	-0.0889136	0.481062	-0.0676973	0.448353	-0.184828	-0.777127	-0.05	0.0843208	0.695948	0.613982	0.422096	-0.0582559	0.291295	52.1678
self_sd_H_AU15_r	163	0.169933	0.368827	0.177053	0.336811	0.460739	2.10312	0.19	0.327838	2.70583	2.46767	1.59909	1.26968	0.362014	35.6484
self_sd_H_AU17_r	164	-0.14087	0.498933	-0.134579	0.455981	-0.282342	-1.32008	-0.12	0.205908	1.69947	1.35052	0.903361	-0.548551	0.305073	46.3323
self_sd_H_AU20_r	165	0.149441	0.325133	0.142994	0.297424	0.459632	2.06985	0.14	0.349133	2.88159	2.7037	1.72597	1.41575	0.354434	42.4243
