Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Z_Perm	P_PermProb	Pfdr_PermProb
skew_M_AU02_r	27	-0.0795909	0.45581	-0.0781732	0.421495	-0.174614	-0.769186	-0.05	0.138344	1.57853	1.24243	0.795277	-1.03579	0.29435	47.9207
kurtosis_M_AU02_r	28	-0.0837623	0.452393	-0.0853232	0.418146	-0.185154	-0.813481	-0.05	0.149964	1.71111	1.3612	0.843466	-1.09113	0.29638	47.8459
min_H_AU06_r	29	0.0677021	0.557586	0.0447884	0.524598	0.12142	0.505186	0.01	0.0649964	0.741618	0.639862	0.453569	0.877672	0.291796	49.0331
max_H_AU06_r	30	-0.0194331	0.32511	-0.00998714	0.287326	-0.0597738	-0.0860601	-0.05	0.00181554	0.0207156	0.308268	0.305675	-0.124256	0.291131	47.3182
sd_H_AU06_r	31	-0.124191	0.394385	-0.11403	0.360465	-0.314899	-1.30647	-0.07	0.223312	2.54802	2.26625	1.29622	-2.01603	0.329237	42.6875
mean_H_AU06_r	32	-0.15782	0.566569	-0.144161	0.527533	-0.278553	-1.18826	-0.11	0.173203	1.97627	1.61866	0.937422	-1.84969	0.318505	37.6131
md_H_AU06_r	33	-0.0989253	0.51023	-0.0935187	0.474259	-0.193884	-0.823516	-0.08	0.0980392	1.11864	0.88059	0.571446	-1.24614	0.300295	43.1124
skew_H_AU06_r	34	0.0519446	0.262633	0.0505063	0.238877	0.197784	0.872477	0.1	0.151779	1.73182	1.38036	0.854019	1.0353	0.297179	49.0637
kurtosis_H_AU06_r	35	0.0605244	0.258875	0.0631471	0.233774	0.233798	1.06582	0.09	0.176107	2.00941	1.65273	0.937559	1.2948	0.312522	46.825
min_M_AU06_r	36	0.0333626	0.535317	0.0286655	0.486473	0.0623231	0.320265	0.06	0.0421206	0.480601	0.501139	0.379633	1.1741	0.282536	46.2793
max_M_AU06_r	37	-0.294712	0.564916	-0.295486	0.527293	-0.521691	-2.22584	-0.21	0.341322	3.89453	4.30808	2.86092	-3.78752	0.358095	30.0316
sd_M_AU06_r	38	-0.264097	0.507301	-0.268089	0.473793	-0.520592	-2.2286	-0.22	0.323893	3.69566	3.95996	2.63774	-3.7929	0.357309	29.998
mean_M_AU06_r	39	-0.222112	0.681002	-0.228237	0.638666	-0.326154	-1.38448	-0.16	0.153595	1.75254	1.39967	0.860684	-2.00865	0.322725	37.035
md_M_AU06_r	40	-0.154236	0.606643	-0.165762	0.570418	-0.254245	-1.0642	-0.11	0.134713	1.5371	1.20666	0.780696	-1.52051	0.318341	42.2709
skew_M_AU06_r	41	-0.0917429	0.401373	-0.0858846	0.375103	-0.228573	-1.03765	-0.05	0.179012	2.04256	1.68723	0.939038	-1.1566	0.31263	51.5018
kurtosis_M_AU06_r	42	-0.0914359	0.427389	-0.0788776	0.398177	-0.213941	-0.979643	-0.04	0.157952	1.80226	1.44669	0.869855	-1.06813	0.31071	51.8881
min_H_AU07_r	43	0.104479	0.506606	0.0952075	0.463396	0.206233	0.892247	0.05	0.165214	1.88512	1.52714	0.914616	1.2235	0.313692	45.4781
max_H_AU07_r	44	-0.170953	0.454932	-0.159434	0.422844	-0.375776	-1.60094	-0.08	0.271605	3.09905	3.01291	1.7876	-1.80324	0.353044	36.6843
sd_H_AU07_r	45	-0.172494	0.472404	-0.176036	0.433526	-0.365141	-1.60004	-0.14	0.221133	2.52316	2.23543	1.28887	-2.28999	0.342192	37.3109
mean_H_AU07_r	46	-0.0912599	0.510984	-0.0967824	0.471996	-0.178596	-0.738154	-0.05	0.131808	1.50395	1.17851	0.76611	-1.00899	0.30114	41.0742
md_H_AU07_r	47	-0.0341897	0.499723	-0.0467106	0.459746	-0.0684174	-0.269615	-0.05	0.0755265	0.861768	0.711287	0.488673	-0.274702	0.292405	47.1647
skew_H_AU07_r	48	-0.116888	0.447965	-0.114173	0.417308	-0.260932	-1.07548	-0.05	0.176471	2.01355	1.65702	0.937559	-0.877036	0.307693	51.5551
kurtosis_H_AU07_r	49	-0.0666788	0.368764	-0.0603166	0.340233	-0.180817	-0.784366	-0.05	0.136529	1.55781	1.22447	0.784491	-0.326118	0.28565	51.2614
min_M_AU07_r	50	-0.0206992	0.47146	-0.0225363	0.426758	-0.0439044	-0.225526	-0.06	0.0384895	0.43917	0.481132	0.369766	-0.660871	0.291154	50.3985
max_M_AU07_r	51	-0.161094	0.523496	-0.175806	0.484961	-0.307727	-1.28835	-0.1	0.183007	2.08813	1.73535	0.943992	-2.21823	0.330051	43.8781
sd_M_AU07_r	52	-0.158134	0.495698	-0.162851	0.459954	-0.319013	-1.38032	-0.09	0.168119	1.91826	1.56005	0.92581	-2.22065	0.328536	43.1334
mean_M_AU07_r	53	-0.112604	0.524822	-0.118724	0.484747	-0.214556	-0.979452	-0.09	0.119463	1.36309	1.06335	0.707269	-1.49714	0.311478	40.6935
md_M_AU07_r	54	-0.0885226	0.551497	-0.0787031	0.509331	-0.160513	-0.73922	-0.08	0.0951343	1.0855	0.857451	0.56664	-1.15786	0.303329	41.569
skew_M_AU07_r	55	-0.0521303	0.36225	-0.0478605	0.326267	-0.143907	-0.579845	-0.1	0.0954975	1.08964	0.860322	0.56664	-0.784188	0.294583	51.4747
kurtosis_M_AU07_r	56	-0.022156	0.369383	-0.0128151	0.330631	-0.059981	-0.27501	-0.07	0.0341322	0.389453	0.457834	0.368507	-0.275831	0.287492	50.629
min_H_AU09_r	57	0.0290292	0.371578	0.0191827	0.34227	0.0781243	0.383458	0.07	0.0548293	0.625611	0.575469	0.426308	0.711697	0.295315	51.8311
max_H_AU09_r	58	-0.00461343	0.348663	0.0150229	0.321642	-0.0132318	-0.0606796	0.02	0.00508351	0.0580036	0.321597	0.312272	-0.718112	0.278009	50.9044
sd_H_AU09_r	59	-0.0227461	0.348193	-0.0170466	0.320977	-0.0653261	-0.256124	-0.01	0.0620915	0.708473	0.62101	0.453184	-0.952325	0.281662	47.9827
mean_H_AU09_r	60	-0.103269	0.440818	-0.0909529	0.403554	-0.234267	-1.09236	-0.09	0.16703	1.90583	1.54766	0.924414	-1.14475	0.320417	33.8252
md_H_AU09_r	61	-0.0777856	0.452873	-0.0618874	0.418911	-0.17176	-0.830828	-0.07	0.115832	1.32165	1.03086	0.692037	-0.732075	0.297291	43.1503
skew_H_AU09_r	62	0.0277439	0.327551	0.0351635	0.303395	0.0847008	0.314775	0	0.0413943	0.472315	0.497094	0.378995	-0.190351	0.273515	51.8796
kurtosis_H_AU09_r	63	0.0244695	0.340444	0.031224	0.314828	0.0718752	0.273819	0.01	0.0374001	0.426741	0.475235	0.368545	-0.329453	0.275825	51.7203
min_M_AU09_r	64	-0.00194916	0.449229	-0.017022	0.409031	-0.0043389	-0.0475836	-0.07	0.0315904	0.360451	0.444597	0.368507	-0.0996017	0.289886	52.7163
max_M_AU09_r	65	0.00445825	0.374713	-0.00162823	0.340197	0.0118978	0.011577	-0.03	0.00689906	0.0787192	0.329172	0.312272	-0.30999	0.282103	51.9258
sd_M_AU09_r	66	0.00646882	0.358112	0.00463314	0.326003	0.0180637	0.0058719	0.05	0.0239651	0.273446	0.406431	0.357213	-0.351185	0.279174	51.9885
mean_M_AU09_r	67	-0.0562105	0.4871	-0.0527396	0.454151	-0.115398	-0.547217	-0.02	0.0726216	0.828623	0.691097	0.486977	-0.517285	0.281106	48.227
md_M_AU09_r	68	-0.0673456	0.461683	-0.0748731	0.425729	-0.14587	-0.729343	-0.05	0.123094	1.40452	1.09646	0.734476	-0.430496	0.297401	47.5893
skew_M_AU09_r	69	0.0117931	0.367894	0.00626508	0.33511	0.0320558	0.0852666	0.03	0.0246914	0.281732	0.409967	0.357213	-0.135764	0.282334	50.149
kurtosis_M_AU09_r	70	0.0053318	0.364939	-0.00156529	0.331413	0.0146101	-0.00374622	-0.03	0.0119826	0.136723	0.351031	0.321621	-0.281848	0.283324	51.1053
min_M_AU14_r	71	-0.125452	0.576522	-0.124501	0.528693	-0.217601	-0.945899	-0.11	0.153232	1.7484	1.3958	0.860684	-0.213853	0.286623	51.5761
max_M_AU14_r	72	-0.137731	0.460953	-0.126493	0.422893	-0.298796	-1.32638	-0.08	0.24183	2.75932	2.53818	1.48896	-1.9921	0.331798	47.9573
sd_M_AU14_r	73	-0.158756	0.494129	-0.140813	0.456275	-0.321285	-1.40931	-0.07	0.243646	2.78003	2.5658	1.48896	-2.45792	0.318049	45.109
mean_M_AU14_r	74	-0.24495	0.469968	-0.258366	0.435831	-0.521205	-2.29413	-0.22	0.384168	4.38342	5.23347	3.30919	-2.98804	0.380058	35.5169
md_M_AU14_r	75	-0.227592	0.46164	-0.229472	0.424279	-0.493009	-2.20308	-0.2	0.373638	4.26327	4.99684	3.24865	-2.41551	0.374566	31.9092
skew_M_AU14_r	76	0.0267105	0.487416	0.029493	0.445115	0.0548001	0.221223	0.04	0.0493827	0.563464	0.542785	0.403836	0.0421123	0.280029	51.867
kurtosis_M_AU14_r	77	-0.00193141	0.417153	-0.00572759	0.383616	-0.00462999	-0.0191991	-0.06	0.0239651	0.273446	0.406431	0.357213	-0.0698139	0.286795	51.9637
min_H_AU15_r	78	-0.067074	0.56748	-0.0591054	0.526593	-0.118196	-0.497216	-0.03	0.0849673	0.969489	0.779498	0.517977	-0.226921	0.286374	49.5171
max_H_AU15_r	79	0.0306006	0.45224	0.0324611	0.405974	0.0676645	0.284311	0.07	0.0323166	0.368737	0.448353	0.368507	0.107922	0.275511	51.3328
sd_H_AU15_r	80	0.0499071	0.410516	0.0567521	0.372289	0.121572	0.592907	0.08	0.102397	1.16836	0.916028	0.599204	0.293482	0.289674	49.7571
mean_H_AU15_r	81	0.0324566	0.440718	0.0436027	0.403659	0.0736447	0.380236	0.05	0.0758896	0.865911	0.713837	0.488673	0.343477	0.288195	52.3988
md_H_AU15_r	82	0.0428697	0.426262	0.0456019	0.390212	0.100571	0.478911	0.08	0.077342	0.882484	0.724096	0.488673	0.60511	0.285676	51.0475
skew_H_AU15_r	83	-0.0179394	0.467951	-0.0256324	0.422964	-0.0383361	-0.183407	-0.05	0.0246914	0.281732	0.409967	0.357213	-0.350129	0.283881	52.1091
kurtosis_H_AU15_r	84	-0.00662376	0.460217	-0.00819307	0.415439	-0.0143927	-0.0657679	-0.07	0.0246914	0.281732	0.409967	0.357213	-0.214578	0.274262	52.0224
min_M_AU15_r	85	-0.123716	0.499928	-0.111686	0.462851	-0.247467	-1.07455	-0.08	0.145243	1.65725	1.31216	0.816051	-1.19864	0.304716	46.8388
max_M_AU15_r	86	0.0797683	0.524722	0.0908689	0.480183	0.15202	0.76896	0.06	0.125635	1.43352	1.12002	0.735184	0.0164273	0.292909	48.0651
sd_M_AU15_r	87	0.0682586	0.376468	0.0667723	0.340576	0.181313	0.886749	0.03	0.156137	1.78154	1.42699	0.869855	0.123739	0.280531	50.1006
mean_M_AU15_r	88	0.0571318	0.390854	0.0590809	0.358077	0.146172	0.768069	0.09	0.126362	1.4418	1.1268	0.735184	-0.270405	0.26693	51.3069
md_M_AU15_r	89	0.1232	0.408937	0.131193	0.375113	0.301268	1.39179	0.14	0.243646	2.78003	2.5658	1.48896	0.535399	0.313624	50.796
skew_M_AU15_r	90	-0.0493486	0.530068	-0.042196	0.486352	-0.0930987	-0.397898	-0.05	0.0784314	0.894913	0.731851	0.488673	-1.09787	0.283789	52.0287
kurtosis_M_AU15_r	91	-0.01573	0.463699	-0.00764684	0.426526	-0.033923	-0.163194	-0.03	0.0105301	0.12015	0.344687	0.318035	-0.600215	0.283887	51.4602
min_H_AU17_r	92	0.0442448	0.441383	0.0481188	0.408703	0.100241	0.46155	0.02	0.0740741	0.845196	0.701145	0.488673	0.857505	0.292557	48.279
max_H_AU17_r	93	-0.0201569	0.469982	-0.0136793	0.440633	-0.0428888	-0.203888	-0.01	0.0323166	0.368737	0.448353	0.368507	-0.387634	0.267527	51.8743
sd_H_AU17_r	94	-0.0510322	0.483436	-0.0619754	0.445808	-0.105561	-0.470408	-0.08	0.0915033	1.04407	0.829071	0.553152	-0.781101	0.284303	50.1565
mean_H_AU17_r	95	0.0114031	0.519419	0.0179041	0.477342	0.0219536	0.0538283	0.02	0.00508351	0.0580036	0.321597	0.312272	-0.241842	0.271861	51.7784
md_H_AU17_r	96	0.0483828	0.471805	0.0497736	0.43265	0.102548	0.449194	0.05	0.0835149	0.952917	0.768744	0.511918	0.0315099	0.277957	49.3283
skew_H_AU17_r	97	-0.0203166	0.535624	-0.0398076	0.496169	-0.0379307	-0.135255	-0.02	0.0246914	0.281732	0.409967	0.357213	-0.219499	0.286868	49.6831
kurtosis_H_AU17_r	98	0.0114625	0.516472	0.00394508	0.479776	0.0221938	0.170547	0.02	0.00472041	0.0538605	0.320097	0.312272	0.0192497	0.284465	52.3842
min_M_AU17_r	99	0.0386985	0.496542	0.0550118	0.460055	0.077936	0.374102	0.01	0.0686275	0.783049	0.663942	0.468017	0.196765	0.278043	51.2062
max_M_AU17_r	100	-0.00775384	0.400107	-0.00444295	0.363822	-0.0193794	-0.172975	-0.06	0.0210603	0.240301	0.392493	0.349027	-0.665975	0.274508	50.8411
sd_M_AU17_r	101	-0.0528415	0.564091	-0.0571449	0.519671	-0.0936754	-0.448054	-0.1	0.0733479	0.83691	0.696109	0.487833	-1.19464	0.28836	50.3564
mean_M_AU17_r	102	-0.071072	0.530025	-0.061649	0.488056	-0.134092	-0.525896	-0.07	0.0624546	0.712616	0.623347	0.453184	-1.23859	0.292543	50.2963
md_M_AU17_r	103	-0.0513801	0.465652	-0.0539227	0.42379	-0.11034	-0.395293	-0.07	0.0461147	0.526176	0.523773	0.391885	-0.978381	0.278607	50.8352
skew_M_AU17_r	104	-0.0104639	0.400011	-0.0103797	0.367371	-0.026159	-0.247383	-0.01	0.0243283	0.277589	0.408197	0.357213	-0.402401	0.290978	51.3819
kurtosis_M_AU17_r	105	0.00142869	0.361746	-0.0017203	0.329497	0.00394942	-0.120263	-0.05	0.013435	0.153295	0.357454	0.325269	-0.169221	0.288084	51.5989
min_H_AU20_r	106	0.00693155	0.51719	-0.0076882	0.483471	0.0134023	0.0622356	-0.04	0.00980392	0.111864	0.341544	0.317632	0.304325	0.276209	51.4736
max_H_AU20_r	107	-0.0452214	0.337754	-0.0523926	0.303644	-0.133888	-0.601565	-0.04	0.115832	1.32165	1.03086	0.692037	-0.541297	0.294063	50.6874
sd_H_AU20_r	108	-0.0380734	0.296934	-0.0430521	0.270151	-0.128222	-0.567028	-0.09	0.0915033	1.04407	0.829071	0.553152	-0.596387	0.293267	50.7554
mean_H_AU20_r	109	-0.0599028	0.354015	-0.0662826	0.324758	-0.16921	-0.789245	-0.06	0.144154	1.64482	1.301	0.816051	-0.675565	0.296891	51.2824
md_H_AU20_r	110	-0.0430636	0.403147	-0.0349857	0.375166	-0.106819	-0.45709	-0.01	0.0740741	0.845196	0.701145	0.488673	-0.295355	0.282051	51.7522
skew_H_AU20_r	111	-0.0431821	0.325773	-0.0487116	0.29645	-0.132553	-0.605295	-0.05	0.10748	1.22636	0.958484	0.636265	-0.479701	0.294129	50.7116
kurtosis_H_AU20_r	112	-0.0444209	0.317927	-0.0502158	0.2886	-0.139721	-0.662404	-0.07	0.133261	1.52052	1.19253	0.773405	-0.505669	0.298699	50.6951
min_M_AU20_r	113	-0.00508616	0.492869	-0.000205023	0.457077	-0.0103195	-0.090318	-0.04	0.000363108	0.00414312	0.302468	0.302468	0.114602	0.289291	52.4963
max_M_AU20_r	114	0.0419067	0.590443	0.0514291	0.553752	0.0709749	0.267273	0.04	0.0428468	0.488888	0.505205	0.380266	0.0998864	0.28177	51.2822
sd_M_AU20_r	115	0.0491387	0.494052	0.0481376	0.460061	0.0994605	0.419069	0.05	0.0708061	0.807908	0.678667	0.478664	0.0663895	0.276547	50.9223
mean_M_AU20_r	116	0.0107007	0.444418	-0.00084388	0.412149	0.024078	0.128253	-0.04	0.0315904	0.360451	0.444597	0.368507	-0.184551	0.281179	51.1807
md_M_AU20_r	117	-0.00629351	0.399632	-0.0124996	0.365627	-0.0157483	0.0187309	-0.02	0.0225127	0.256873	0.399421	0.353089	-0.143651	0.280586	50.9739
skew_M_AU20_r	118	0.00665838	0.495519	0.000318985	0.459405	0.0134372	0.0474814	0.02	0.00508351	0.0580036	0.321597	0.312272	-0.126761	0.279594	51.9617
kurtosis_M_AU20_r	119	0.00456398	0.513114	0.00129748	0.477103	0.00889468	0.0378692	0.02	0.0272331	0.310734	0.422506	0.357213	-0.0376833	0.2788	51.9411
min_H_AU23_r	120	-0.111414	0.420635	-0.114389	0.381569	-0.264871	-1.17027	-0.13	0.183007	2.08813	1.73535	0.943992	-1.11739	0.323309	39.8587
max_H_AU23_r	121	0.0867888	0.571263	0.096343	0.524422	0.151924	0.5895	0.05	0.0976761	1.1145	0.877677	0.571446	0.268898	0.301874	51.9484
sd_H_AU23_r	122	0.161929	0.676051	0.176396	0.625082	0.239522	1.00779	0.07	0.170661	1.94726	1.5892	0.93209	0.248898	0.303887	52.3962
mean_H_AU23_r	123	0.181459	0.634923	0.186842	0.586727	0.285797	1.21568	0.12	0.175381	2.00113	1.64418	0.937559	0.600956	0.308904	51.9726
md_H_AU23_r	124	0.122679	0.523097	0.111064	0.483752	0.234524	0.999664	0.1	0.156863	1.78983	1.43485	0.869855	0.651502	0.311273	51.882
skew_H_AU23_r	125	-0.020375	0.415724	-0.00733313	0.376907	-0.0490109	-0.236821	-0.03	0.0315904	0.360451	0.444597	0.368507	-0.267818	0.301821	49.8346
kurtosis_H_AU23_r	126	-0.0310913	0.403582	-0.0287372	0.367641	-0.0770384	-0.409088	-0.07	0.060276	0.687757	0.609413	0.45229	-0.226104	0.299854	50.1408
min_H_AU25_r	127	-0.0502313	0.365427	-0.0610272	0.334796	-0.137459	-0.604885	-0.04	0.117647	1.34237	1.04702	0.696775	-1.17309	0.297862	47.8453
max_H_AU25_r	128	0.0895821	0.539288	0.0966775	0.501494	0.166112	0.775945	0.06	0.140886	1.60753	1.26785	0.795277	0.49345	0.287758	50.653
sd_H_AU25_r	129	0.0437839	0.515341	0.0384739	0.47751	0.084961	0.412853	0.04	0.0744372	0.849339	0.703672	0.488673	0.100404	0.271537	51.7139
mean_H_AU25_r	130	0.0281204	0.548865	0.0501684	0.50898	0.0512338	0.273527	0.05	0.0962237	1.09793	0.866083	0.56664	-0.184357	0.268197	52.3734
md_H_AU25_r	131	0.0340511	0.545017	0.054626	0.503651	0.0624771	0.304493	0.06	0.0922295	1.05235	0.834699	0.553152	-0.126734	0.266981	52.3537
skew_H_AU25_r	132	0.0861076	0.490295	0.0865915	0.459072	0.175624	0.830557	0.06	0.124546	1.42109	1.10988	0.735184	0.870066	0.305065	47.1957
kurtosis_H_AU25_r	133	0.103627	0.47871	0.099047	0.450817	0.216471	0.983522	0.03	0.168482	1.92241	1.5642	0.92581	1.15957	0.308934	46.7781
min_M_AU25_r	134	-0.0284087	0.412054	-0.0282488	0.364466	-0.0689441	-0.253041	-0.07	0.033406	0.381167	0.454026	0.368507	-0.282778	0.288305	50.749
max_M_AU25_r	135	-0.100626	0.45771	-0.0853615	0.424465	-0.219846	-0.98142	-0.07	0.144154	1.64482	1.301	0.816051	-1.45833	0.304567	46.6169
sd_M_AU25_r	136	-0.0704579	0.499969	-0.065404	0.461798	-0.140924	-0.631174	-0.09	0.0878722	1.00263	0.801292	0.532279	-1.03586	0.292099	48.5776
mean_M_AU25_r	137	-0.0656661	0.472023	-0.0893046	0.439462	-0.139116	-0.60119	-0.06	0.127088	1.45009	1.13361	0.735184	-0.99819	0.303792	51.1897
md_M_AU25_r	138	-0.0379171	0.419514	-0.0469389	0.391946	-0.0903834	-0.329076	-0.01	0.0631808	0.720902	0.628037	0.453184	-0.742556	0.285114	52.9708
skew_M_AU25_r	139	-0.101907	0.517467	-0.0903239	0.478107	-0.196934	-0.875431	-0.06	0.158678	1.81054	1.45462	0.869855	-1.14625	0.316073	48.209
kurtosis_M_AU25_r	140	-0.0800568	0.511764	-0.0798457	0.470781	-0.156433	-0.694885	-0.05	0.145969	1.66553	1.31964	0.816051	-0.939288	0.311714	50.5602
min_H_AU26_r	141	-0.132436	0.395664	-0.129272	0.36664	-0.334719	-1.49639	-0.1	0.255991	2.9209	2.75817	1.57426	-1.63457	0.328812	49.4421
max_H_AU26_r	142	0.205014	0.41932	0.194795	0.384321	0.48892	2.11183	0.14	0.346405	3.95253	4.41269	2.88635	2.34795	0.377973	35.2413
sd_H_AU26_r	143	0.248329	0.42112	0.248441	0.383652	0.589685	2.58859	0.24	0.428831	4.89302	6.30408	4.07877	2.30487	0.409166	35.4605
mean_H_AU26_r	144	0.16741	0.413566	0.155285	0.379384	0.404795	1.765	0.1	0.252723	2.88361	2.70648	1.56035	1.33873	0.343037	47.4316
md_H_AU26_r	145	0.15252	0.475024	0.142636	0.435798	0.321079	1.4457	0.09	0.191721	2.18757	1.84313	1.01576	1.09085	0.332533	48.8432
skew_H_AU26_r	146	0.0845172	0.401538	0.074712	0.370281	0.210484	0.936796	0.04	0.135076	1.54124	1.21021	0.780696	1.15477	0.313824	49.8265
kurtosis_H_AU26_r	147	0.0614179	0.321425	0.0580163	0.29647	0.19108	0.895006	0.05	0.124183	1.41695	1.10652	0.735184	1.05498	0.308127	48.526
min_M_AU26_r	148	-0.0155065	0.389716	-0.00658039	0.356071	-0.0397891	-0.206475	-0.06	0.0192447	0.219585	0.383948	0.34333	0.000536406	0.271596	51.789
max_M_AU26_r	149	0.0451197	0.327751	0.0477339	0.300155	0.137665	0.590566	0.05	0.0875091	0.998491	0.798546	0.532279	-0.012946	0.289183	51.1214
sd_M_AU26_r	150	0.152158	0.344183	0.170614	0.308221	0.442085	2.11213	0.26	0.331881	3.78681	4.11749	2.73728	1.18913	0.359493	47.1503
mean_M_AU26_r	151	0.179769	0.41939	0.163396	0.373732	0.428644	2.04182	0.19	0.347131	3.96082	4.42775	2.88635	1.38435	0.366266	45.8849
md_M_AU26_r	152	0.129245	0.429846	0.122345	0.389945	0.300677	1.38525	0.13	0.23602	2.69303	2.45095	1.4507	1.00221	0.318405	49.0223
skew_M_AU26_r	153	-0.0152837	0.410526	-0.0275263	0.380939	-0.0372296	-0.143179	-0.05	0.0341322	0.389453	0.457834	0.368507	-0.540139	0.282409	52.0394
kurtosis_M_AU26_r	154	-0.0482858	0.397517	-0.0643144	0.369457	-0.121469	-0.520093	-0.08	0.112927	1.28851	1.00531	0.672097	-1.0147	0.297921	51.7897
min_H_AU45_r	155	-0.0752644	0.496287	-0.0833408	0.457414	-0.151655	-0.696672	-0.04	0.155773	1.7774	1.42307	0.869855	-0.418689	0.302048	51.9106
max_H_AU45_r	156	-0.0401689	0.41105	-0.0530022	0.380244	-0.0977229	-0.517674	-0.05	0.0751634	0.857625	0.708743	0.488673	-1.01744	0.285469	51.7617
