Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Z_Perm	P_PermProb	Pfdr_PermProb
sd_H_pose_Rxsync	17	-0.11239	0.40077	-0.106565	0.359986	-0.280434	-1.50654	-0.19	0.178548	1.45859	1.14063	0.883802	-0.809248	0.29486	43.8578
mean_H_pose_Rxsync	18	-0.291387	0.470009	-0.314475	0.430996	-0.61996	-2.99042	-0.38	0.365768	2.98801	2.85264	1.88658	-1.73924	0.379562	31.2772
md_H_pose_Rxsync	19	-0.335831	0.476709	-0.362718	0.440501	-0.704478	-3.27262	-0.44	0.444444	3.63074	3.84984	2.57877	-2.04901	0.404836	26.2308
skew_H_pose_Rxsync	20	0.345304	0.500519	0.362893	0.459188	0.689892	3.25531	0.34	0.503532	4.11344	4.71018	2.97666	1.87635	0.454204	33.2763
kurtosis_H_pose_Rxsync	21	0.254654	0.39483	0.26179	0.355945	0.644971	3.05889	0.31	0.484586	3.95866	4.42382	2.97666	1.69423	0.4346	35.6204
min_M_pose_Rxsync	22	-0.0975315	0.373899	-0.0903452	0.345134	-0.26085	-1.17684	-0.06	0.198137	1.61862	1.27766	0.944441	-1.08724	0.312499	41.7069
max_M_pose_Rxsync	23	-0.0597008	0.464291	-0.0800141	0.43177	-0.128585	-0.599069	-0.06	0.0860629	0.703062	0.617968	0.532537	-0.549758	0.286303	44.0144
sd_M_pose_Rxsync	24	-0.185806	0.450391	-0.212901	0.414432	-0.412544	-1.94731	-0.19	0.255941	2.09082	1.73821	1.2453	-1.16624	0.338682	39.1931
mean_M_pose_Rxsync	25	-0.252207	0.485473	-0.285458	0.443362	-0.519508	-2.5707	-0.29	0.350032	2.85947	2.67331	1.87936	-1.47083	0.374219	27.8207
md_M_pose_Rxsync	26	-0.249493	0.471441	-0.277239	0.429452	-0.529215	-2.59962	-0.25	0.375723	3.06934	2.96953	1.92032	-1.4828	0.382259	28.8385
skew_M_pose_Rxsync	27	0.0642215	0.478788	0.0639938	0.434695	0.134133	0.526139	0.08	0.0940912	0.768646	0.655506	0.560531	0.0208504	0.282445	43.1716
kurtosis_M_pose_Rxsync	28	0.0740123	0.415915	0.0752531	0.380483	0.17795	0.717145	0.09	0.128131	1.04672	0.830873	0.695469	0.132161	0.283802	43.4066
min_H_pose_Rysync	29	-0.0521619	0.236897	-0.054055	0.215384	-0.220188	-1.00407	-0.09	0.165061	1.34841	1.05177	0.835058	-0.670162	0.30816	45.782
max_H_pose_Rysync	30	0.0279984	0.43547	0.0435295	0.394978	0.0642946	0.355057	0.06	0.11079	0.905061	0.738222	0.613284	0.338965	0.274375	48.0014
sd_H_pose_Rysync	31	-0.0877082	0.429834	-0.0676068	0.377699	-0.204051	-0.940716	-0.12	0.14194	1.15953	0.909669	0.725918	-0.492326	0.290185	44.0746
mean_H_pose_Rysync	32	-0.149971	0.405526	-0.14248	0.353691	-0.369819	-1.83509	-0.2	0.280989	2.29545	1.96442	1.44668	-1.16985	0.334752	36.4419
md_H_pose_Rysync	33	-0.145032	0.366326	-0.133998	0.319746	-0.395909	-1.97147	-0.22	0.29255	2.38989	2.07434	1.50224	-1.2782	0.3354	35.9666
skew_H_pose_Rysync	34	0.155709	0.428817	0.148554	0.396705	0.363113	1.60872	0.09	0.245665	2.00688	1.65011	1.18068	1.59561	0.330896	42.4556
kurtosis_H_pose_Rysync	35	0.181213	0.429176	0.164602	0.39477	0.422234	1.91101	0.1	0.305716	2.49744	2.2038	1.56956	1.73525	0.350533	43.0925
min_M_pose_Rysync	36	0.00299242	0.317005	0.00498425	0.289843	0.00943966	0.0347798	0.08	0.0144509	0.118051	0.343889	0.336064	-0.244994	0.268764	44.9891
max_M_pose_Rysync	37	-0.0959884	0.487109	-0.106818	0.444587	-0.197057	-0.850161	-0.06	0.141297	1.15428	0.905905	0.725918	-0.329729	0.287215	43.3975
sd_M_pose_Rysync	38	-0.230224	0.487707	-0.263453	0.444466	-0.472053	-2.12965	-0.28	0.283558	2.31643	1.98854	1.44668	-1.26589	0.356595	31.3093
mean_M_pose_Rysync	39	-0.227104	0.464174	-0.261165	0.425815	-0.489266	-2.24613	-0.28	0.294155	2.403	2.08988	1.50224	-1.52558	0.370265	29.3344
md_M_pose_Rysync	40	-0.243748	0.462188	-0.289724	0.425036	-0.527378	-2.45252	-0.23	0.360308	2.94342	2.78967	1.88658	-1.64315	0.39899	29.5156
skew_M_pose_Rysync	41	0.109057	0.441123	0.124667	0.405378	0.247226	1.11512	0.07	0.183044	1.49532	1.17124	0.900173	0.711792	0.301511	40.7142
kurtosis_M_pose_Rysync	42	0.131984	0.413267	0.153449	0.37699	0.319367	1.4379	0.13	0.239563	1.95703	1.59908	1.15193	0.918323	0.32268	34.8129
min_H_pose_Rzsync	43	0.0158841	0.291364	0.0236135	0.265521	0.0545165	0.221938	0.02	0.0529865	0.432855	0.47813	0.437512	0.0267467	0.285336	43.0649
max_H_pose_Rzsync	44	-0.143379	0.529772	-0.127797	0.476421	-0.270644	-1.30389	-0.11	0.22447	1.83373	1.47695	1.07118	-1.04729	0.319522	27.1775
sd_H_pose_Rzsync	45	-0.102034	0.429724	-0.100895	0.3857	-0.237441	-1.15245	-0.13	0.202312	1.65272	1.30809	0.957841	-0.96106	0.312951	31.6449
mean_H_pose_Rzsync	46	-0.134131	0.492766	-0.137513	0.443977	-0.272201	-1.26127	-0.11	0.232177	1.89669	1.53859	1.11262	-0.98657	0.321403	32.6946
md_H_pose_Rzsync	47	-0.110487	0.480406	-0.101615	0.432304	-0.229986	-1.03802	-0.08	0.168593	1.37727	1.07461	0.844937	-0.828894	0.30588	36.7558
skew_H_pose_Rzsync	48	-0.0667244	0.537753	-0.0591924	0.494048	-0.12408	-0.621248	-0.06	0.105331	0.860464	0.710485	0.595766	-0.475049	0.287217	35.5159
kurtosis_H_pose_Rzsync	49	-0.0655435	0.537932	-0.0586073	0.494569	-0.121843	-0.609053	-0.06	0.0822094	0.671582	0.600456	0.524366	-0.472728	0.283667	37.5703
min_M_pose_Rzsync	50	0.0139669	0.416552	0.0326509	0.391573	0.0335299	0.219481	0.02	0.0770713	0.629608	0.577614	0.510668	0.0479288	0.273804	46.2839
max_M_pose_Rzsync	51	-0.0336659	0.459521	-0.0317878	0.426584	-0.0732631	-0.269576	-0.05	0.0472062	0.385635	0.456076	0.423892	-0.503645	0.275137	45.5486
sd_M_pose_Rzsync	52	-0.0765293	0.460654	-0.0660419	0.421098	-0.166132	-0.74459	-0.09	0.130379	1.06509	0.843395	0.697267	-0.838422	0.306602	40.0343
mean_M_pose_Rzsync	53	-0.137024	0.490981	-0.14995	0.442425	-0.279081	-1.31139	-0.14	0.190109	1.55303	1.22035	0.908049	-1.1008	0.328907	29.9788
md_M_pose_Rzsync	54	-0.14601	0.485066	-0.181676	0.434463	-0.30101	-1.42714	-0.21	0.175979	1.4376	1.12336	0.880322	-1.02156	0.333228	26.0084
skew_M_pose_Rzsync	55	0.0955359	0.371595	0.090956	0.333593	0.257097	1.12652	0.08	0.156069	1.27496	0.994981	0.790861	0.385893	0.311464	33.6299
kurtosis_M_pose_Rzsync	56	0.0970812	0.348202	0.118894	0.313333	0.278807	1.25301	0.13	0.211304	1.72617	1.37512	0.995025	0.565753	0.326891	29.5456
