Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Z_Perm	P_PermProb	Pfdr_PermProb
skew_M_headsync	13	0.01036	0.485786	0.00506254	0.454001	0.0213262	0.0280672	0.03	0.00481696	0.0379426	0.314378	0.302787	-0.0950339	0.271226	45.9636
kurtosis_M_headsync	14	-0.0142478	0.432788	-0.0175087	0.405055	-0.0329211	-0.230757	-0.04	0.0783558	0.6172	0.570973	0.402568	-0.282926	0.280846	46.4049
min_H_pose_Rxsync	15	-0.0866898	0.271524	-0.0876749	0.242838	-0.319271	-1.52455	-0.13	0.237636	1.87184	1.51407	0.879827	-0.678752	0.31358	46.2888
max_H_pose_Rxsync	16	0.0647367	0.51374	0.0776394	0.463256	0.126011	0.617833	0.09	0.115286	0.908094	0.740133	0.473775	0.79621	0.29291	45.8435
sd_H_pose_Rxsync	17	0.0727738	0.501797	0.0616703	0.447914	0.145027	0.763571	0.13	0.120745	0.951095	0.767568	0.481778	0.720381	0.296542	45.8474
mean_H_pose_Rxsync	18	0.0286912	0.560077	0.0277266	0.504819	0.0512273	0.361603	0.12	0.0449583	0.354131	0.441747	0.322745	0.325746	0.289964	46.0833
md_H_pose_Rxsync	19	-0.023125	0.497431	-0.0286435	0.450982	-0.0464888	-0.0690202	-0.12	0.00353243	0.0278246	0.310779	0.302787	0.0299438	0.285282	46.113
skew_H_pose_Rxsync	20	0.055893	0.40512	0.0415845	0.376284	0.137967	0.642479	0.03	0.113359	0.892917	0.730602	0.473775	0.782613	0.285829	47.1027
kurtosis_H_pose_Rxsync	21	0.0415308	0.431324	0.0211736	0.400215	0.0962869	0.466416	0.03	0.0828516	0.652613	0.590062	0.408699	0.672418	0.277042	46.7775
min_M_pose_Rxsync	22	-0.0113248	0.449947	-0.00877706	0.413626	-0.0251693	-0.107416	-0.04	0.0112396	0.0885328	0.332802	0.302787	-0.0206501	0.277206	45.287
max_M_pose_Rxsync	23	0.0805945	0.398125	0.071216	0.362179	0.202435	0.931673	0.07	0.138728	1.09275	0.86248	0.542253	-0.0468077	0.276763	45.1614
sd_M_pose_Rxsync	24	0.0888313	0.349292	0.0756857	0.311146	0.254318	1.14658	0.1	0.169557	1.33558	1.04171	0.59455	0.20888	0.280209	45.3047
mean_M_pose_Rxsync	25	0.0854718	0.404225	0.0764875	0.365598	0.211446	1.06648	0.14	0.148041	1.1661	0.914402	0.564154	0.436591	0.283077	46.0562
md_M_pose_Rxsync	26	0.0672664	0.407357	0.0608825	0.367122	0.165129	0.862392	0.11	0.135196	1.06492	0.843283	0.542253	0.44864	0.274482	45.2675
skew_M_pose_Rxsync	27	0.0490682	0.500808	0.0258995	0.452053	0.0979781	0.39134	0.13	0.0825305	0.650084	0.588685	0.408699	-0.300321	0.280891	45.0656
kurtosis_M_pose_Rxsync	28	0.0362239	0.504673	0.0189773	0.456381	0.071777	0.306708	0.12	0.061657	0.485666	0.503621	0.346498	-0.340615	0.282753	45.0717
min_H_pose_Rysync	29	-0.0838253	0.333279	-0.0793201	0.305094	-0.251517	-1.25187	-0.08	0.187219	1.4747	1.154	0.684562	-0.787889	0.312585	45.6309
max_H_pose_Rysync	30	0.0478219	0.475649	0.043794	0.431063	0.10054	0.449465	0.06	0.091201	0.718381	0.626607	0.409898	0.0902296	0.279539	46.4433
sd_H_pose_Rysync	31	0.0701963	0.418552	0.0681201	0.371037	0.167712	0.843451	0.1	0.0995504	0.784148	0.664589	0.434915	0.235131	0.284694	46.2022
mean_H_pose_Rysync	32	0.0120327	0.472171	0.0113883	0.423456	0.0254838	0.197202	0.15	0.0350032	0.275716	0.407398	0.322745	-0.0475547	0.285144	45.3606
md_H_pose_Rysync	33	0.00810252	0.446752	0.00627851	0.402704	0.0181365	0.170513	0.12	0.0224791	0.177066	0.366806	0.302787	-0.0433276	0.284962	45.2394
skew_H_pose_Rysync	34	0.0147609	0.43512	0.00880778	0.404925	0.0339236	0.181065	0	0.0359666	0.283305	0.410641	0.322745	0.108543	0.276217	46.6982
kurtosis_H_pose_Rysync	35	0.00214723	0.379248	-0.00662866	0.351777	0.00566182	0.0427328	-0.03	0.000642261	0.00505902	0.302787	0.302787	0.0196879	0.276598	46.485
min_M_pose_Rysync	36	-0.139148	0.310772	-0.148448	0.282173	-0.44775	-2.0483	-0.2	0.311496	2.45362	2.1505	1.30541	-1.39234	0.366561	21.5719
max_M_pose_Rysync	37	0.169957	0.417975	0.175261	0.382931	0.406619	1.95323	0.14	0.31535	2.48398	2.18734	1.30541	0.404063	0.306473	45.2096
sd_M_pose_Rysync	38	0.0773832	0.382256	0.0865217	0.338446	0.202438	1.03486	0.07	0.189146	1.48988	1.16668	0.684562	-0.149357	0.26134	46.377
mean_M_pose_Rysync	39	-0.0745804	0.5795	-0.0940488	0.51502	-0.128698	-0.650336	-0.08	0.0867052	0.682967	0.606752	0.408699	-0.789956	0.302429	44.9555
md_M_pose_Rysync	40	-0.10621	0.572263	-0.125784	0.509424	-0.185597	-0.904201	-0.1	0.152858	1.20405	0.942007	0.564154	-0.848579	0.313368	44.955
skew_M_pose_Rysync	41	0.203046	0.430133	0.207068	0.392485	0.472054	2.26591	0.24	0.352922	2.77993	2.56567	1.51645	0.890897	0.355131	44.9789
kurtosis_M_pose_Rysync	42	0.178142	0.368166	0.179553	0.337151	0.483863	2.31283	0.2	0.362556	2.85582	2.6683	1.52218	0.961472	0.359297	43.9278
min_H_pose_Rzsync	43	0.00461208	0.33431	0.00450067	0.3068	0.0137958	0.0893691	0.04	0.00963391	0.0758853	0.328128	0.302787	0.347474	0.274026	46.0562
max_H_pose_Rzsync	44	-0.0662844	0.486485	-0.0691426	0.435689	-0.136252	-0.675091	-0.07	0.136159	1.07251	0.848492	0.542253	-0.428068	0.289626	45.8746
sd_H_pose_Rzsync	45	-0.00411015	0.435554	0.00257292	0.385653	-0.0094366	-0.054304	0.09	0.0581246	0.457841	0.490081	0.343953	0.00266805	0.27108	45.153
mean_H_pose_Rzsync	46	-0.0259537	0.450665	-0.00401992	0.401296	-0.0575898	-0.235501	-0.09	0.0340398	0.268128	0.404173	0.322745	-0.0535315	0.270199	45.1356
md_H_pose_Rzsync	47	-0.00347317	0.439146	0.0274325	0.396153	-0.00790891	-0.0408405	0.11	0.00128452	0.010118	0.30455	0.302787	0.0866997	0.268218	45.1871
skew_H_pose_Rzsync	48	-0.156171	0.514039	-0.168575	0.475856	-0.303811	-1.42734	-0.08	0.240848	1.89713	1.53902	0.879827	-1.01663	0.309649	46.004
kurtosis_H_pose_Rzsync	49	-0.189801	0.56654	-0.191111	0.521721	-0.335019	-1.58961	-0.1	0.256583	2.02108	1.66483	0.95803	-1.11558	0.323277	46.9323
min_M_pose_Rzsync	50	-0.142396	0.460701	-0.13354	0.426433	-0.309086	-1.37029	-0.07	0.226397	1.7833	1.42866	0.856562	-1.21975	0.303362	45.0217
max_M_pose_Rzsync	51	0.0351352	0.450379	0.0506206	0.405882	0.0780124	0.331417	0.06	0.0398202	0.313659	0.423785	0.322745	-0.234804	0.271897	45.1234
sd_M_pose_Rzsync	52	-0.00473094	0.458938	0.0196552	0.412356	-0.0103085	-0.0275898	0.08	0.0192678	0.151771	0.356859	0.302787	-0.28116	0.26973	45.8489
mean_M_pose_Rzsync	53	-0.0658453	0.518553	-0.044261	0.466756	-0.126979	-0.592041	-0.1	0.101477	0.799325	0.67356	0.434915	-0.499673	0.28698	45.8515
md_M_pose_Rzsync	54	-0.0976246	0.514636	-0.0852531	0.464997	-0.189696	-0.924419	-0.15	0.149326	1.17622	0.921713	0.564154	-0.5982	0.296473	45.8585
skew_M_pose_Rzsync	55	0.102315	0.29772	0.0952289	0.270888	0.343661	1.51663	0.08	0.231214	1.82125	1.4649	0.86284	0.246245	0.280338	45.2747
kurtosis_M_pose_Rzsync	56	0.117516	0.287674	0.105887	0.265036	0.408506	1.82762	0.11	0.291908	2.29932	1.96886	1.17492	0.446477	0.290247	46.5764
