Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Z_Perm	P_PermProb	Pfdr_PermProb
self_max_H_AU26_r	54	-0.280771	0.601931	-0.277769	0.5501	-0.466451	-2.05564	-0.18	0.276318	2.19889	1.85565	1.01055	-1.11417	0.332437	33.1867
self_max_H_AU45_r	55	-0.154616	0.599424	-0.153068	0.552017	-0.257941	-1.19816	-0.1	0.189765	1.51012	1.18371	0.61623	-0.600707	0.280061	59.8022
self_max_H_MEA_body	56	0.131298	0.496383	0.127034	0.455227	0.264509	1.17689	0.05	0.205564	1.63584	1.29297	0.694168	0.0634915	0.263406	58.7164
self_max_H_MEA_head	57	0.0920047	0.395398	0.0775103	0.360279	0.232689	1.00875	0.08	0.145114	1.15479	0.906272	0.481799	0.524315	0.27393	56.2669
self_max_M_AU01_r	58	-0.204579	0.465346	-0.216002	0.42457	-0.439628	-2.01026	-0.18	0.348789	2.77561	2.55989	1.51522	-1.62162	0.34778	46.0241
self_max_M_AU02_r	59	-0.149403	0.419206	-0.155087	0.387426	-0.356395	-1.58416	-0.08	0.287996	2.29182	1.96027	1.07946	-1.25228	0.335442	54.3216
self_max_M_AU04_r	60	-0.000760748	0.396299	0.0186104	0.361362	-0.00191963	0.0657218	0.05	0.027649	0.220026	0.384128	0.279393	0.00746302	0.29667	56.9972
self_max_M_AU05_r	61	-0.1442	0.442501	-0.126822	0.407234	-0.325876	-1.46928	-0.07	0.246093	1.95837	1.60044	0.883127	-0.71251	0.27089	57.3279
self_max_M_AU06_r	62	0.123459	0.404669	0.123623	0.370402	0.305087	1.37646	0.13	0.209686	1.66864	1.32245	0.710479	1.28947	0.317402	50.0825
self_max_M_AU07_r	63	-0.018205	0.494731	-0.0201109	0.449157	-0.0367977	-0.148849	-0.07	0.0279924	0.222759	0.385249	0.279393	0.386818	0.298578	59.8706
self_max_M_AU09_r	64	0.0400183	0.392912	0.0459451	0.362794	0.10185	0.551624	0.03	0.110768	0.88147	0.723465	0.387333	0.720693	0.299168	55.4474
self_max_M_AU10_r	65	-0.0252166	0.522076	-0.0165091	0.481575	-0.0483006	-0.306805	-0.08	0.0341748	0.271957	0.405798	0.286268	-0.904656	0.283222	56.2493
self_max_M_AU12_r	66	-0.000324877	0.42317	0.0251548	0.385379	-0.000767723	-0.0133211	0.1	0.0200927	0.159895	0.360034	0.26759	-0.598256	0.284544	56.3962
self_max_M_AU14_r	67	0.151295	0.528014	0.159508	0.477811	0.286535	1.24266	0.2	0.191482	1.52378	1.1953	0.621681	0.993989	0.297487	57.3096
self_max_M_AU15_r	68	0.0400434	0.574226	0.0409858	0.522983	0.0697346	0.212609	0.05	0.0352052	0.280157	0.409294	0.286268	0.0268209	0.270882	57.0392
self_max_M_AU17_r	69	-0.277976	0.547392	-0.297307	0.49866	-0.507819	-2.31697	-0.22	0.359437	2.86034	2.67449	1.59203	-2.12386	0.363361	30.6743
self_max_M_AU20_r	70	-0.0171157	0.370985	-0.0221937	0.332608	-0.0461358	-0.203363	-0.06	0.0297098	0.236425	0.390885	0.279482	-0.605592	0.28956	58.134
self_max_M_AU23_r	71	-0.194274	0.533678	-0.190715	0.487871	-0.364029	-1.72244	-0.17	0.266701	2.12236	1.77202	0.95992	-1.05447	0.325386	57.5142
self_max_M_AU25_r	72	-0.105553	0.665225	-0.121494	0.590324	-0.158672	-0.822107	-0.13	0.13378	1.0646	0.84306	0.453734	-1.29864	0.348452	36.3966
self_max_M_AU26_r	73	-0.229504	0.679184	-0.242124	0.617561	-0.337912	-1.59946	-0.17	0.225829	1.79711	1.44178	0.774296	-1.10485	0.315795	45.398
self_max_M_AU45_r	74	-0.143759	0.577515	-0.116228	0.531447	-0.248927	-1.10583	-0.07	0.172591	1.37345	1.07157	0.565771	-0.498447	0.265321	56.8874
self_max_M_MEA_body	75	0.0301761	0.336586	0.0300684	0.297502	0.0896534	0.417253	0.06	0.0698952	0.556214	0.539054	0.335281	-0.307368	0.269599	61.4235
self_max_M_MEA_head	76	0.100238	0.380386	0.103692	0.349533	0.263518	1.18258	0.07	0.227202	1.80804	1.45222	0.775529	1.43382	0.304775	52.2472
self_md_H_AU01_r	77	-0.215383	0.432008	-0.218139	0.397983	-0.498563	-2.25774	-0.14	0.398592	3.17193	3.12081	1.87202	-2.92232	0.392175	29.6368
self_md_H_AU02_r	78	0.0252928	0.330749	0.0229452	0.291056	0.0764713	0.427191	0.06	0.0689562	0.548741	0.535225	0.335281	1.02657	0.285294	47.692
self_md_H_AU04_r	79	0.129236	0.512717	0.119201	0.470046	0.252061	1.17007	0.12	0.18633	1.48278	1.16074	0.61623	1.30081	0.302794	50.1402
self_md_H_AU05_r	80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
self_md_H_AU06_r	81	0.0741119	0.564958	0.100213	0.508212	0.131181	0.511248	0.05	0.0722995	0.575347	0.548938	0.335281	0.106841	0.302317	59.0905
self_md_H_AU07_r	82	-0.0929585	0.61994	-0.108454	0.568286	-0.149947	-0.642694	-0.1	0.0798557	0.635478	0.580774	0.352674	-0.599157	0.283739	39.9388
self_md_H_AU09_r	83	0.0810983	0.280655	0.0659594	0.249572	0.288961	1.30313	0.06	0.224455	1.78617	1.43138	0.774296	0.800583	0.30383	42.8814
self_md_H_AU10_r	84	-0.031322	0.842845	-0.000721664	0.769846	-0.0371622	-0.141407	-0.1	0.00463679	0.0368987	0.314005	0.245149	-1.07417	0.320706	51.715
self_md_H_AU12_r	85	0.04523	0.599749	0.0632671	0.542149	0.0754148	0.381759	0.12	0.0678345	0.539815	0.530675	0.33368	-0.0376068	0.316634	54.7517
self_md_H_AU14_r	86	0.20825	0.848958	0.200438	0.771966	0.2453	1.09404	0.17	0.135841	1.081	0.85434	0.454764	0.928246	0.310553	58.7301
self_md_H_AU15_r	87	-0.14938	0.511468	-0.14641	0.468386	-0.292062	-1.39211	-0.13	0.237163	1.8873	1.5293	0.839387	-1.66489	0.340407	46.8666
self_md_H_AU17_r	88	-0.204304	0.424719	-0.203626	0.388271	-0.481033	-2.1551	-0.2	0.327494	2.60614	2.33929	1.34577	-1.97808	0.361242	29.896
self_md_H_AU20_r	89	0.0889938	0.35207	0.0877327	0.314559	0.252773	1.15245	0.15	0.178087	1.41719	1.10671	0.584922	1.48481	0.321997	46.2857
self_md_H_AU23_r	90	-0.00397035	0.212176	0.00387135	0.194389	-0.0187125	-0.220979	0.06	0.0295921	0.235489	0.390497	0.279482	-0.334492	0.289282	53.6311
self_md_H_AU25_r	91	0.0219759	0.388151	0.0167914	0.357434	0.0566168	0.230416	0.04	0.0437919	0.348488	0.439213	0.286268	-0.736971	0.268073	57.741
self_md_H_AU26_r	92	-0.121025	0.407142	-0.126058	0.367294	-0.297255	-1.31289	-0.12	0.218272	1.73697	1.38515	0.745595	-0.717519	0.293979	41.0493
self_md_H_AU45_r	93	0.115678	0.427767	0.117549	0.391503	0.270422	1.24335	0.08	0.187017	1.48825	1.16531	0.61623	1.80903	0.321404	46.4098
self_md_H_MEA_body	94	-0.0767042	0.462923	-0.0827066	0.425701	-0.165695	-0.745906	-0.05	0.133436	1.06186	0.841189	0.453734	-0.255025	0.280389	60.8385
self_md_H_MEA_head	95	-0.326791	0.600071	-0.349295	0.545379	-0.544587	-2.5408	-0.24	0.400309	3.18559	3.14129	1.87202	-1.4327	0.354343	30.1462
self_md_M_AU01_r	96	-0.156556	0.359941	-0.158146	0.328162	-0.434949	-2.03696	-0.15	0.350507	2.78927	2.57818	1.51522	-2.89896	0.38387	41.9329
self_md_M_AU02_r	97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
self_md_M_AU04_r	98	0.0915622	0.547496	0.0979237	0.500377	0.167238	0.778932	0.1	0.106303	0.845938	0.701597	0.387333	0.889705	0.289818	51.9055
self_md_M_AU05_r	99	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
self_md_M_AU06_r	100	0.113248	0.492968	0.114168	0.441558	0.229726	1.0374	0.11	0.164692	1.31059	1.02228	0.552225	0.3163	0.288418	57.1044
self_md_M_AU07_r	101	-0.0474995	0.552193	-0.0590222	0.497059	-0.0860197	-0.329785	-0.09	0.0262751	0.209093	0.379668	0.277006	-0.211233	0.286542	51.2793
self_md_M_AU09_r	102	0.0664941	0.240073	0.0761631	0.218634	0.276974	1.24251	0.12	0.256923	2.04455	1.68931	0.907881	0.624616	0.301825	50.6973
self_md_M_AU10_r	103	0.0677748	0.651793	0.0675829	0.604278	0.103982	0.488978	0.09	0.0489438	0.389487	0.45785	0.290646	-0.286099	0.307561	58.1703
self_md_M_AU12_r	104	0.0777101	0.706556	0.107217	0.640915	0.109984	0.593024	0.18	0.0994333	0.791273	0.668791	0.386924	0.0961232	0.328598	49.7248
self_md_M_AU14_r	105	0.264768	0.890789	0.282512	0.813938	0.297228	1.37878	0.29	0.10699	0.851404	0.704934	0.387333	1.24202	0.311985	59.3413
self_md_M_AU15_r	106	-0.135876	0.432895	-0.142195	0.396919	-0.313877	-1.39457	-0.13	0.247123	1.96657	1.60877	0.883127	-1.28304	0.333057	51.037
self_md_M_AU17_r	107	-0.202022	0.503527	-0.209482	0.458261	-0.401214	-1.74953	-0.15	0.278379	2.21529	1.87387	1.01719	-1.99457	0.347743	42.4664
self_md_M_AU20_r	108	0.129911	0.376771	0.13273	0.345455	0.344802	1.49386	0.14	0.257084	2.04583	1.69066	0.907881	2.44523	0.331519	39.2888
self_md_M_AU23_r	109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
self_md_M_AU25_r	110	-0.0561578	0.43662	-0.0714386	0.395193	-0.128619	-0.664415	-0.11	0.114202	0.908802	0.74058	0.387333	-1.50084	0.299884	42.9285
self_md_M_AU26_r	111	-0.105477	0.525396	-0.120715	0.476254	-0.200758	-0.893818	-0.07	0.164005	1.30512	1.01807	0.552225	-0.753964	0.311205	44.255
self_md_M_AU45_r	112	0.0995886	0.393743	0.0985017	0.360541	0.252928	1.12952	0.08	0.155075	1.23406	0.964208	0.519562	1.54723	0.309356	50.4855
self_md_M_MEA_body	113	-0.0420211	0.338403	-0.038859	0.308067	-0.124175	-0.613998	-0.07	0.114889	0.914269	0.744034	0.387333	-0.369586	0.292306	58.8784
self_md_M_MEA_head	114	-0.318888	0.624218	-0.331164	0.568535	-0.51086	-2.33026	-0.22	0.399279	3.17739	3.12899	1.87202	-1.42718	0.347605	38.7695
self_mean_H_AU01_r	115	-0.236617	0.337866	-0.228069	0.31287	-0.700327	-3.21279	-0.3	0.543191	4.32262	5.11298	3.04898	-3.70727	0.436225	20.6373
self_mean_H_AU02_r	116	-0.234299	0.327337	-0.238685	0.304617	-0.715772	-3.3031	-0.34	0.530826	4.22422	4.92124	3.04898	-2.95714	0.449925	16.9447
self_mean_H_AU04_r	117	0.118234	0.484735	0.111007	0.444569	0.243915	1.13854	0.1	0.1853	1.47458	1.1539	0.61623	1.36169	0.308246	49.728
self_mean_H_AU05_r	118	-0.290635	0.538439	-0.287841	0.49637	-0.539773	-2.44867	-0.23	0.400996	3.19106	3.1495	1.87202	-1.19263	0.317305	41.2137
self_mean_H_AU06_r	119	0.0828393	0.527439	0.108512	0.469495	0.15706	0.635291	0.06	0.0980594	0.78034	0.66235	0.383597	0.140841	0.299086	58.4651
self_mean_H_AU07_r	120	-0.081588	0.554152	-0.101075	0.507866	-0.14723	-0.635831	-0.11	0.0856947	0.681943	0.606184	0.357393	-0.532928	0.282523	42.6422
self_mean_H_AU09_r	121	0.0805515	0.428928	0.0744832	0.388409	0.187797	0.875737	0.05	0.151297	1.20399	0.941968	0.503858	1.00753	0.310421	44.4774
self_mean_H_AU10_r	122	-0.0197439	0.765123	0.00406633	0.699876	-0.0258049	-0.0821672	0.12	0.01288	0.102497	0.338016	0.257526	-1.03316	0.317396	51.9638
self_mean_H_AU12_r	123	0.0470453	0.594503	0.0668767	0.536113	0.0791339	0.407241	0.15	0.0688648	0.548015	0.534854	0.335281	-0.104169	0.315584	53.9856
self_mean_H_AU14_r	124	0.189662	0.785342	0.194156	0.712471	0.241502	1.10244	0.24	0.102868	0.818605	0.685068	0.386924	0.968774	0.306634	58.8357
self_mean_H_AU15_r	125	-0.0978156	0.266844	-0.0975285	0.242071	-0.366565	-1.79476	-0.16	0.283187	2.25356	1.91678	1.0482	-1.95301	0.364216	35.9548
self_mean_H_AU17_r	126	-0.254936	0.473546	-0.246456	0.433713	-0.538355	-2.4188	-0.21	0.35978	2.86307	2.67824	1.59203	-2.59801	0.389711	28.9552
self_mean_H_AU20_r	127	-0.00341905	0.469559	0.00573075	0.42438	-0.00728142	0.0148329	0.07	0.00841491	0.0669644	0.324859	0.25216	0.232335	0.281154	58.8893
self_mean_H_AU23_r	128	-0.141108	0.457139	-0.135146	0.408906	-0.308676	-1.43832	-0.14	0.210029	1.67138	1.32492	0.710479	-0.634447	0.294803	55.8107
self_mean_H_AU25_r	129	0.0159013	0.379476	0.0115906	0.347874	0.0419032	0.158721	0.05	0.037266	0.296557	0.416345	0.286268	-0.804103	0.274089	56.8558
self_mean_H_AU26_r	130	-0.146991	0.434416	-0.144502	0.393642	-0.338366	-1.48456	-0.16	0.240598	1.91463	1.55643	0.855826	-0.756595	0.298096	37.5017
self_mean_H_AU45_r	131	0.0666421	0.502523	0.0610283	0.454141	0.132615	0.616833	0.1	0.0836339	0.665544	0.597135	0.354097	1.49051	0.293695	53.3951
self_mean_H_MEA_body	132	-0.0662852	0.428545	-0.072377	0.392625	-0.154675	-0.66002	-0.08	0.143397	1.14113	0.89651	0.480228	-0.165183	0.283072	59.7729
self_mean_H_MEA_head	133	-0.259929	0.524108	-0.250327	0.476029	-0.495946	-2.20306	-0.18	0.332646	2.64714	2.39161	1.3817	-1.29031	0.333034	43.5653
self_mean_M_AU01_r	134	-0.212277	0.320021	-0.228764	0.294563	-0.663323	-3.1254	-0.34	0.521209	4.14769	4.77489	3.04898	-3.62942	0.449599	20.8854
self_mean_M_AU02_r	135	-0.215405	0.341916	-0.217952	0.318284	-0.629993	-2.95942	-0.25	0.46385	3.69124	3.95241	2.37263	-2.93618	0.422723	29.5523
self_mean_M_AU04_r	136	0.0760322	0.505403	0.0834786	0.461741	0.150439	0.702721	0.1	0.105959	0.843205	0.699933	0.387333	0.893528	0.290636	51.3963
self_mean_M_AU05_r	137	-0.206946	0.448842	-0.183417	0.411324	-0.461066	-2.09237	-0.18	0.319595	2.54328	2.26036	1.32684	-1.51294	0.329356	31.3367
self_mean_M_AU06_r	138	0.109615	0.460986	0.113099	0.412382	0.237784	1.06103	0.06	0.155762	1.23952	0.968286	0.519562	0.379228	0.290174	57.4865
self_mean_M_AU07_r	139	-0.0409774	0.512547	-0.0534681	0.461027	-0.0799487	-0.303089	-0.09	0.0252447	0.200893	0.376347	0.276698	-0.154875	0.288094	52.3419
self_mean_M_AU09_r	140	0.0457456	0.371266	0.0471201	0.337727	0.123215	0.620993	0.09	0.0932509	0.742075	0.640125	0.373606	1.13136	0.307514	43.9141
self_mean_M_AU10_r	141	0.0579055	0.601832	0.0708873	0.557313	0.0962154	0.443727	0.09	0.0489438	0.389487	0.45785	0.290646	-0.359961	0.305206	58.7217
self_mean_M_AU12_r	142	0.0793716	0.646373	0.1102	0.585404	0.122795	0.660802	0.19	0.0994333	0.791273	0.668791	0.386924	0.112104	0.328476	51.0703
self_mean_M_AU14_r	143	0.250044	0.828887	0.274165	0.75608	0.301663	1.42132	0.35	0.100464	0.799473	0.673647	0.386924	1.35872	0.308386	59.1475
self_mean_M_AU15_r	144	-0.0421119	0.300425	-0.033298	0.272814	-0.140175	-0.758097	-0.09	0.118667	0.944335	0.763213	0.391409	-0.777994	0.299172	58.4275
self_mean_M_AU17_r	145	-0.214287	0.500227	-0.213193	0.457332	-0.42838	-1.89706	-0.16	0.343981	2.73734	2.50907	1.48213	-2.42377	0.378932	30.884
self_mean_M_AU20_r	146	0.0107681	0.435815	0.00815992	0.39508	0.0247079	0.0965861	0.03	0.0200927	0.159895	0.360034	0.26759	0.591292	0.281009	54.7993
self_mean_M_AU23_r	147	-0.116762	0.49142	-0.0964584	0.451483	-0.237601	-1.15228	-0.12	0.157136	1.25046	0.976475	0.520076	-0.204296	0.293853	59.0554
self_mean_M_AU25_r	148	-0.0465081	0.462546	-0.0686455	0.417163	-0.100548	-0.497001	-0.1	0.0716126	0.569881	0.546102	0.335281	-1.33128	0.304913	48.0483
self_mean_M_AU26_r	149	-0.130245	0.562086	-0.148416	0.508997	-0.231718	-1.04873	-0.07	0.17637	1.40352	1.09566	0.580186	-0.871789	0.329576	44.9865
self_mean_M_AU45_r	150	0.0767441	0.462404	0.0800393	0.421906	0.165968	0.74692	0.07	0.123819	0.985333	0.789868	0.414205	1.59664	0.306905	55.0257
self_mean_M_MEA_body	151	-0.0407519	0.419037	-0.0490383	0.382875	-0.0972511	-0.43195	-0.07	0.0953117	0.758474	0.64959	0.380044	0.0525655	0.283037	59.7637
self_mean_M_MEA_head	152	-0.280441	0.554604	-0.289095	0.507505	-0.50566	-2.23396	-0.15	0.369741	2.94233	2.78815	1.6643	-1.5733	0.342573	42.1786
self_sd_H_AU01_r	153	-0.257335	0.332953	-0.250082	0.308411	-0.772887	-3.50473	-0.41	0.55109	4.38548	5.23759	3.04898	-3.75666	0.4496	22.8006
self_sd_H_AU02_r	154	-0.226177	0.319234	-0.231548	0.298531	-0.708498	-3.26627	-0.34	0.52327	4.16409	4.80605	3.04898	-2.97325	0.440535	22.793
self_sd_H_AU04_r	155	0.0212478	0.492093	0.017781	0.448343	0.0431785	0.242235	0.03	0.0376095	0.29929	0.417528	0.286268	0.166782	0.300227	57.2349
self_sd_H_AU05_r	156	-0.218687	0.518732	-0.205586	0.479525	-0.421581	-1.91414	-0.15	0.315817	2.51321	2.22317	1.30343	-0.710813	0.281403	49.1387
self_sd_H_AU06_r	157	0.0910671	0.451192	0.110587	0.408806	0.201837	1.021	0.14	0.0863816	0.68741	0.60922	0.357393	0.235665	0.310594	57.3519
self_sd_H_AU07_r	158	-0.0816033	0.407966	-0.0838685	0.370355	-0.200025	-0.885687	-0.05	0.165722	1.31879	1.02863	0.55314	-0.379667	0.290742	50.6415
self_sd_H_AU09_r	159	0.0517263	0.478709	0.0470233	0.437632	0.108054	0.524637	0.07	0.0784819	0.624545	0.574898	0.352674	0.811719	0.305218	46.5553
self_sd_H_AU10_r	160	0.034388	0.457644	0.022905	0.420072	0.0751413	0.356332	0.07	0.0417311	0.332089	0.431903	0.286268	-0.296965	0.276738	58.9996
self_sd_H_AU12_r	161	0.0649785	0.446722	0.0506546	0.405495	0.145456	0.678389	0.13	0.0994333	0.791273	0.668791	0.386924	0.122634	0.295954	58.0139
self_sd_H_AU14_r	162	0.150573	0.698455	0.161828	0.630857	0.21558	1.06284	0.26	0.0884424	0.703809	0.618387	0.360823	0.87937	0.292981	58.2299
self_sd_H_AU15_r	163	-0.0448057	0.254429	-0.0413491	0.230403	-0.176103	-0.931705	-0.08	0.169844	1.35159	1.05427	0.556735	-1.25718	0.317283	48.8432
