Feature	SortIndex	Mean_W	StErr_W	Mean_W_GM	StErr_W_GM	CVratio	CVratio_GM	P_Relia95CI_GM	SignConst	Z_SignConst	P_SignConst	Pfdr_SignConst	Z_Perm	P_PermProb	Pfdr_PermProb
md_M_headsync	12	-0.112785	0.542537	-0.126898	0.495426	-0.207885	-1.0589	-0.12	0.173089	0.893038	0.730677	0.526557	0.186125	0.294011	48.4888
skew_M_headsync	13	0.0307961	0.447577	0.0373215	0.406425	0.0688062	0.325142	0.05	0.0414258	0.213733	0.381557	0.363067	-0.47507	0.265123	47.9698
kurtosis_M_headsync	14	-0.0231548	0.405186	-0.031448	0.368474	-0.0571461	-0.283629	-0.1	0.0520231	0.268408	0.404292	0.363067	-0.663215	0.276125	48.3833
min_H_pose_Rxsync	15	0.107656	0.360012	0.11766	0.316675	0.299035	1.42567	0.13	0.197174	1.0173	0.811057	0.588823	1.33169	0.330241	41.7081
max_H_pose_Rxsync	16	0.22652	0.545464	0.252352	0.485753	0.415279	2.07934	0.2	0.329801	1.70158	1.35245	1.04838	1.31256	0.386676	44.9867
sd_H_pose_Rxsync	17	0.324549	0.568919	0.386055	0.505899	0.570466	3.2354	0.41	0.420681	2.17046	1.82432	1.43786	1.91755	0.448767	46.5322
mean_H_pose_Rxsync	18	0.312437	0.477703	0.341494	0.423792	0.65404	3.50506	0.44	0.485228	2.50349	2.21121	1.53194	1.82235	0.439109	42.556
md_H_pose_Rxsync	19	0.304422	0.466556	0.320885	0.417216	0.652488	3.37007	0.43	0.463712	2.39248	2.07741	1.53194	1.84022	0.430882	41.8382
skew_H_pose_Rxsync	20	-0.0392601	0.422141	-0.0332245	0.38344	-0.0930024	-0.439923	-0.06	0.0754656	0.389358	0.45779	0.390843	-0.967221	0.300668	45.6695
kurtosis_H_pose_Rxsync	21	-0.0651468	0.379367	-0.0626709	0.344019	-0.171725	-0.801185	-0.03	0.1079	0.556699	0.539303	0.404214	-1.16081	0.30818	45.4559
min_M_pose_Rxsync	22	-0.107084	0.252271	-0.117397	0.222333	-0.424479	-2.27206	-0.26	0.340077	1.7546	1.4016	1.06839	-0.953518	0.365947	47.3784
max_M_pose_Rxsync	23	0.164818	0.422237	0.184205	0.385556	0.390344	1.75074	0.17	0.274566	1.4166	1.10624	0.820448	0.330477	0.273092	49.6465
sd_M_pose_Rxsync	24	0.278522	0.39469	0.321458	0.355496	0.705671	3.4255	0.54	0.517983	2.67249	2.42428	1.55595	2.00381	0.500126	43.339
mean_M_pose_Rxsync	25	0.278378	0.473585	0.345525	0.425193	0.58781	2.96756	0.45	0.462749	2.38751	2.07153	1.53194	1.74606	0.431606	44.2726
md_M_pose_Rxsync	26	0.174699	0.423689	0.20299	0.379208	0.412329	2.12376	0.25	0.350996	1.81093	1.45499	1.10474	0.986814	0.33026	46.0627
skew_M_pose_Rxsync	27	0.0414113	0.391138	0.0375164	0.358611	0.105874	0.489346	0.1	0.0478484	0.246869	0.395229	0.363067	-0.199757	0.243937	47.9373
kurtosis_M_pose_Rxsync	28	-0.0291628	0.365684	-0.0452467	0.334862	-0.0797486	-0.434112	-0.05	0.0825305	0.425808	0.474795	0.398705	-0.57123	0.276258	47.4702
min_H_pose_Rysync	29	-0.0296921	0.356581	-0.0367293	0.323724	-0.0832689	-0.485247	-0.04	0.0956969	0.493739	0.507595	0.398705	0.650749	0.276019	42.7133
max_H_pose_Rysync	30	0.0211339	0.405376	0.0284044	0.364276	0.052134	0.255357	0.08	0.0234425	0.120949	0.344991	0.337165	-0.586923	0.290639	47.8284
sd_H_pose_Rysync	31	0.198705	0.375663	0.216247	0.334841	0.528945	2.61488	0.26	0.431278	2.22514	1.88486	1.44964	0.571602	0.309866	47.8234
mean_H_pose_Rysync	32	0.234708	0.350753	0.246618	0.312008	0.669154	3.21551	0.37	0.506744	2.6145	2.34989	1.55595	2.28689	0.475754	42.2953
md_H_pose_Rysync	33	0.235872	0.345951	0.251296	0.309479	0.681809	3.23017	0.4	0.507065	2.61615	2.352	1.55595	2.59691	0.481299	37.2899
skew_H_pose_Rysync	34	-0.294693	0.474999	-0.294179	0.432765	-0.620408	-2.95585	-0.31	0.456647	2.35603	2.03453	1.53194	-2.55538	0.428072	47.2394
kurtosis_H_pose_Rysync	35	-0.254206	0.42417	-0.25899	0.383918	-0.599303	-2.90474	-0.3	0.455042	2.34774	2.02486	1.53194	-2.3963	0.428489	47.256
min_M_pose_Rysync	36	-0.171823	0.304702	-0.190169	0.276373	-0.563906	-2.76063	-0.3	0.405909	2.09425	1.74187	1.37389	-1.18582	0.33423	43.3368
max_M_pose_Rysync	37	0.346588	0.529971	0.356082	0.479972	0.653974	3.06893	0.33	0.455363	2.3494	2.02679	1.53194	0.713386	0.281701	43.532
sd_M_pose_Rysync	38	0.400448	0.436808	0.417306	0.393289	0.916761	4.48279	0.53	0.612074	3.15794	3.09994	1.87053	1.43268	0.413221	35.4558
mean_M_pose_Rysync	39	0.277864	0.372802	0.304891	0.334219	0.745338	3.69938	0.44	0.545279	2.81332	2.61054	1.56132	1.95087	0.474677	38.1625
md_M_pose_Rysync	40	0.211344	0.363293	0.225789	0.325303	0.581746	2.93094	0.31	0.468529	2.41733	2.10694	1.53194	1.27277	0.356088	41.8143
skew_M_pose_Rysync	41	0.0512693	0.419028	0.0540452	0.380247	0.122353	0.599206	0.05	0.0879897	0.453975	0.488219	0.398705	-0.133808	0.231836	47.8749
kurtosis_M_pose_Rysync	42	0.0302122	0.38025	0.0232189	0.345399	0.0794535	0.355009	0.05	0.0186256	0.0960968	0.33562	0.33562	-0.212338	0.240196	47.7467
min_H_pose_Rzsync	43	0.0199712	0.280711	0.0338653	0.247409	0.071145	0.370132	0.07	0.0870263	0.449004	0.485832	0.398705	0.559471	0.286928	48.9429
max_H_pose_Rzsync	44	-0.0190595	0.400893	-0.0429122	0.363483	-0.0475426	-0.250796	-0.08	0.0417469	0.215389	0.382233	0.363067	0.398657	0.255539	47.778
sd_H_pose_Rzsync	45	0.0423897	0.393707	0.0229191	0.352879	0.107668	0.425223	0.09	0.0629416	0.324741	0.428654	0.370662	1.24581	0.276912	47.2751
mean_H_pose_Rzsync	46	0.0558041	0.401573	0.039278	0.361812	0.138964	0.5855	0.07	0.0847784	0.437406	0.480292	0.398705	1.36349	0.279587	48.9425
md_H_pose_Rzsync	47	0.0536338	0.391295	0.046095	0.352894	0.137068	0.576967	0.06	0.111111	0.573267	0.547858	0.404214	1.2413	0.297755	51.3835
skew_H_pose_Rzsync	48	-0.0833667	0.506334	-0.07191	0.461068	-0.164648	-0.787789	-0.06	0.114322	0.589836	0.556502	0.404214	-0.441271	0.271943	50.2175
kurtosis_H_pose_Rzsync	49	-0.111506	0.537147	-0.110184	0.492713	-0.20759	-0.995525	-0.09	0.138728	0.715756	0.625121	0.433236	-0.678164	0.282584	47.6904
min_M_pose_Rzsync	50	-0.203487	0.447972	-0.211654	0.410415	-0.454242	-2.1595	-0.23	0.329159	1.69826	1.34941	1.04838	-1.4538	0.321355	43.8333
max_M_pose_Rzsync	51	0.317954	0.485025	0.312534	0.430141	0.655542	2.99206	0.34	0.456326	2.35437	2.03259	1.53194	0.698878	0.265751	46.426
sd_M_pose_Rzsync	52	0.264887	0.455218	0.248395	0.408962	0.581891	2.681	0.27	0.421002	2.17212	1.82613	1.43786	0.837963	0.287107	45.0201
mean_M_pose_Rzsync	53	0.155392	0.467864	0.128291	0.426849	0.33213	1.45332	0.1	0.214836	1.10843	0.873418	0.616592	0.67393	0.278454	45.6781
md_M_pose_Rzsync	54	0.0917565	0.441693	0.0718937	0.403546	0.207738	0.854899	0.05	0.104046	0.536817	0.529153	0.404214	0.326052	0.285667	47.29
skew_M_pose_Rzsync	55	0.206542	0.338514	0.208825	0.293082	0.610144	2.87322	0.34	0.429672	2.21685	1.87561	1.44964	0.303976	0.243968	47.001
kurtosis_M_pose_Rzsync	56	0.209978	0.333519	0.213814	0.290229	0.629584	3.02677	0.32	0.429994	2.21851	1.87746	1.44964	0.250816	0.250225	47.5322
